trip_distance_bin,avg_tip
1.75,2.125491
1.84,2.2969055
1.85,2.1788356
1.89,2.1808295
1.91,2.269861
1.94,2.4274812
1.95,2.3984454
2.14,2.6322446
2.16,2.6483114
2.2,2.685156
2.23,2.6336462
2.26,2.687067
2.27,3.1550086
2.39,2.8205807
2.5,2.9440763
2.6,2.9771917
2.61,3.0153534
2.71,3.0628207
2.73,3.0105941
2.91,3.2347567
2.93,3.1381533
3.0,3.2266989
3.14,3.401807
3.16,3.320176
3.26,3.4877923
3.7,3.629545
3.72,3.4734776
3.73,3.4994657
3.8,3.7032297
3.99,3.6534421
4.38,3.7205794
4.76,3.8930457
4.82,4.053381
4.91,3.8562124
4.95,3.8905542
5.13,4.0267596
5.49,4.164592
5.67,4.1506834
5.8,4.2351365
6.05,4.1630006
6.17,4.1303334
6.36,4.173226
6.41,4.218679
6.42,4.235966
6.43,4.148202
6.46,4.240822
6.57,4.2332416
6.64,4.2090893
6.67,4.257144
6.71,4.187318
6.73,4.3018017
6.77,4.231957
6.79,4.2352257
6.91,4.3246975
6.92,4.1972017
6.99,4.267139
7.01,4.2935877
7.04,4.268092
7.05,4.2816143
7.06,4.310607
7.08,4.3357415
7.14,4.3360925
7.18,4.289699
7.21,4.351376
7.23,4.3154297
7.32,4.429304
7.74,4.7367377
7.76,4.732849
7.78,4.7010975
8.04,5.1586223
8.11,5.0465837
8.44,5.471373
8.48,5.428465
8.62,5.7588453
8.69,5.7732697
9.0,6.02091
9.02,5.9773326
9.17,6.085197
9.23,6.113538
9.42,6.2549157
9.46,6.3264856
9.52,6.2817473
9.55,6.2409525
9.63,6.3829136
9.64,6.3351736
9.86,6.4666433
10.01,6.569553
10.04,6.524489
10.2,6.630389
10.37,6.6955037
10.43,6.688921
10.44,6.783004
10.46,6.8658743
10.48,6.807809
10.56,6.7294755
10.83,6.8154793
10.87,6.938756
10.9,6.873162
11.03,6.938996
11.04,7.0404944
11.06,7.0510345
11.09,7.002487
11.16,6.8792605
11.23,6.890361
11.32,7.1319404
11.5,6.960056
11.6,6.8761706
11.63,7.069732
11.74,6.95763
11.77,7.0832076
11.79,6.973346
11.82,6.9464226
11.97,7.10144
11.99,7.0230007
12.24,7.021735
12.56,7.204912
12.64,7.10742
12.68,7.315604
12.83,7.2726927
12.93,7.123752
13.0,7.2809877
13.03,7.111232
13.43,7.237423
13.48,7.5634522
13.58,7.471197
13.6,7.5770016
13.62,7.2069607
13.63,7.4722514
13.88,7.460796
14.04,7.6866555
14.35,7.4154806
14.46,7.2237644
14.5,7.861428
14.53,7.498347
14.54,7.551094
14.55,7.240878
14.56,7.2361197
14.6,7.8270183
14.62,7.957813
14.71,7.737274
14.74,7.6857615
14.83,7.6518893
14.87,7.40419
14.94,7.8136945
14.95,7.693404
15.21,7.5959272
15.26,7.952812
15.32,7.945494
15.46,8.05178
15.48,8.138359
15.49,7.972354
15.63,8.022604
15.64,8.181264
15.65,8.036963
15.68,8.067283
15.84,8.051656
15.86,8.173127
15.94,8.375458
16.0,8.481946
16.03,8.20868
16.16,8.163774
16.36,8.327597
16.37,8.183761
16.38,8.271023
16.43,8.39497
16.44,8.395506
16.53,8.706206
16.6,8.656024
16.61,8.197573
16.62,8.498414
16.85,8.498018
17.0,8.606921
17.19,8.576372
17.21,8.818281
17.37,8.550529
17.47,8.451576
17.5,8.506961
17.53,8.821832
17.59,8.740133
17.6,8.514484
17.67,8.51886
17.69,8.759247
17.7,8.415692
17.72,8.424641
17.81,8.578176
17.82,8.683821
17.86,8.634873
17.89,8.679993
17.91,8.423975
17.93,8.728604
17.94,8.572898
18.0,8.664294
18.08,8.513542
18.12,8.594391
18.14,8.519992
18.22,8.664759
18.26,8.6481285
18.33,8.533846
18.4,8.388485
18.48,8.562378
18.51,8.754572
18.54,8.422604
18.71,8.733672
18.87,8.796947
18.94,8.968774
18.96,8.6607
18.98,9.140843
19.01,9.056521
19.22,8.5721655
19.33,9.202159
19.36,9.238047
19.42,8.793432
19.47,8.945994
19.52,9.415147
19.58,8.731953
19.65,9.098202
19.92,9.24723
19.95,9.0846815
19.96,9.174026
20.04,8.87969
20.05,9.598654
20.09,9.283063
20.12,9.3748455
20.19,9.244991
20.32,9.283715
20.44,9.24877
20.49,9.386
20.58,9.942
20.71,9.352311
20.84,9.385821
21.01,9.083771
21.07,8.706635
21.18,9.197111
21.35,9.133178
21.36,8.998074
21.41,8.66441
21.48,8.603141
21.55,8.9569
21.56,9.286058
21.58,8.913051
21.6,9.036382
21.72,9.064591
21.89,8.227028
21.9,8.849832
22.04,8.249704
22.11,9.3205
22.23,8.322338
22.25,8.621652
22.34,9.07798
22.42,7.4971013
22.43,8.397194
22.55,8.69
22.84,10.401007
23.12,8.204524
23.41,10.812613
23.5,9.84581
23.56,8.821889
23.59,9.359485
23.68,9.157565
23.69,9.938725
23.84,12.044869
23.95,11.133214
23.96,11.826932
23.99,11.20043
24.09,10.516531
24.11,11.15831
24.2,11.578058
24.24,11.6089325
24.34,11.134849
24.38,11.729505
24.41,10.405959
24.55,9.592
24.58,9.123093
24.87,9.599722
25.08,10.264872
25.09,11.862234
25.13,10.5303755
25.28,12.653334
25.3,11.663
25.5,11.869799
25.67,13.544384
25.75,13.223247
25.76,10.0475
25.88,10.776986
25.92,11.280933
26.09,12.998571
26.11,11.170854
26.12,12.406805
26.19,9.886962
26.24,12.202165
26.27,11.070209
26.35,11.985333
26.36,11.164078
26.48,10.168391
26.61,12.866
26.67,11.906097
26.71,14.039444
26.79,12.778182
26.87,12.444353
26.93,12.351383
26.99,12.005
27.06,12.332315
27.1,12.284531
27.16,12.4465685
27.17,13.257051
27.3,12.6046
27.31,9.134638
27.37,10.813561
27.39,12.355062
27.43,12.4216175
27.61,11.878834
27.64,9.791091
27.85,12.584915
27.92,13.72508
27.96,11.975846
28.02,12.080702
28.21,10.440944
28.25,16.19135
28.36,12.944225
28.4,11.908236
28.45,14.565345
28.55,11.9375
28.57,13.278909
28.59,13.387143
28.71,12.728298
28.72,9.164884
28.73,9.92766
28.8,13.730952
28.85,10.545952
29.36,16.360332
29.48,13.9276
29.49,10.185185
29.56,17.352285
29.65,12.450541
29.85,14.643514
30.13,15.208148
30.18,13.220833
30.19,14.402258
30.21,12.969355
30.3,14.751602
30.38,15.456562
30.39,18.6568
30.49,19.446363
30.89,16.854
30.95,17.905
30.96,17.198572
31.17,13.081
31.22,13.054545
31.3,15.598133
31.38,24.356842
31.52,17.098667
31.74,14.259444
31.78,16.767778
31.81,23.024
31.96,18.3845
32.13,14.012105
32.16,18.02375
32.29,23.622667
32.3,17.60951
32.37,16.279474
32.66,22.391874
32.67,17.57174
32.69,17.481766
32.7,16.315243
32.74,16.3985
32.92,24.437273
33.0,17.333363
33.02,15.3046665
33.09,15.611876
33.22,19.017776
33.4,19.005898
33.41,10.6883335
33.5,18.6825
33.52,24.908
33.57,14.667334
33.62,18.329
33.64,20.028
33.66,14.188
33.81,22.000666
34.0,19.719706
34.06,21.31625
34.11,18.272728
34.13,11.225833
34.2,17.449375
34.49,19.6425
34.79,15.222857
34.89,10.536364
34.95,18.711428
35.0,18.06725
35.01,22.149
35.06,19.151667
35.14,14.228182
35.15,20.49625
35.42,19.0575
35.49,20.68923
35.53,25.977777
35.54,16.175
35.57,27.565
35.58,14.881111
35.63,16.655
35.84,21.5375
36.06,13.910833
36.09,11.014444
36.15,22.674286
36.21,14.655833
36.49,18.455715
36.51,11.181429
36.52,18.678751
36.53,16.373636
36.56,22.23619
36.6,15.654706
36.64,16.073
36.65,11.622308
36.73,16.053333
36.79,20.817858
36.8,19.033186
36.83,19.268461
36.87,14.72
36.97,14.897857
37.05,18.265999
37.07,19.425385
37.14,23.061666
37.24,12.984
37.35,17.60375
37.4,21.7544
37.41,18.021
37.43,15.578333
37.54,17.264616
37.69,14.533751
37.79,17.768888
37.84,20.22
38.05,19.286364
38.27,30.18
38.42,12.953334
38.5,16.03564
38.65,7.0325003
38.75,16.598
38.77,3.75
38.78,27.373333
38.81,24.59375
38.83,17.09
38.92,16.453333
38.93,24.7925
38.97,11.401667
39.06,20.765
39.11,22.346666
39.13,27.55
39.21,13.44
39.3,18.422903
39.31,22.24
39.38,23.7575
39.4,23.194523
39.41,16.816364
39.53,16.555
39.55,30.722
39.62,27.681429
39.67,27.516
39.74,28.155
39.75,19.672
39.76,12.248889
39.79,22.42
39.91,14.165714
40.06,0.0
40.11,31.141428
40.22,0.0
40.35,24.505001
40.38,21.9875
40.39,15.2175
40.44,29.16
40.48,23.278334
40.53,18.826
40.63,0.0
40.65,18.83
40.7,19.047073
40.71,6.72
40.82,21.11125
40.86,1.9733334
41.04,0.0
41.11,31.6625
41.34,10.58
41.39,22.29
41.46,32.802
41.56,30.907501
41.63,10.975
41.7,16.39875
41.74,22.524
41.77,48.26
41.82,10.924
41.83,22.763332
41.94,37.4675
41.95,25.768
41.98,32.99
42.06,30.046
42.31,10.331429
42.33,12.122857
42.41,18.16
42.69,39.116665
42.79,32.581665
42.89,17.553333
43.1,23.852728
43.17,24.53
43.19,22.364
43.24,40.16
43.31,23.37
43.38,10.0
43.46,15.16
43.48,44.16
43.51,0.0
43.71,22.385
43.81,30.2
43.83,47.588333
43.97,9.14
44.07,10.0
44.16,15.0
44.37,16.741667
44.38,27.655
44.44,34.311428
44.52,23.805
44.58,21.5
44.68,15.0
44.69,29.695
44.71,25.0
44.79,27.35
44.84,0.0
44.87,48.16
44.91,31.64
45.07,15.013333
45.12,20.753332
45.14,31.24
45.19,0.0
45.24,22.435
45.29,28.186666
45.51,35.64
45.86,30.1525
45.87,26.41
45.93,0.0
45.98,24.336666
46.05,22.94
46.06,0.0
46.21,23.333334
46.71,34.506664
46.75,21.532
46.82,28.106667
46.84,5.0
47.2,23.543478
47.34,10.0
47.58,13.72
47.67,20.073334
47.79,16.44
47.93,25.339998
48.1,12.12
48.12,13.0
48.33,31.58
48.65,35.04
48.7,34.56125
48.72,6.2266665
48.75,23.03
48.94,29.61
49.0,37.61875
49.04,30.0
49.12,0.0
49.15,34.67
49.26,30.773333
49.34,0.0
49.42,37.7
49.5,17.216154
49.55,0.0
49.56,41.96
49.7,27.308462
49.78,38.155
49.81,0.0
49.95,27.0
50.01,51.51
50.26,42.06
50.36,20.436666
50.44,32.353333
50.63,0.0
50.73,37.145
50.76,30.33
50.87,10.0
50.91,25.0
51.01,62.6
51.47,21.91
51.6,27.326365
51.62,20.0
51.63,27.0
51.68,61.59
51.74,53.91
51.79,0.0
51.8,35.8125
51.86,70.0
52.12,16.25
52.13,48.593334
52.33,19.210001
52.38,20.0
52.47,5.55
52.54,66.95
52.77,7.5
52.81,30.603334
52.92,58.15
52.94,35.96
53.07,0.0
53.3,24.15
53.38,43.66
53.42,10.0
53.48,37.27667
53.59,10.0
53.69,72.47
53.71,25.55
53.74,0.0
54.1,15.886666
54.12,47.57
54.23,43.05
54.46,6.0
54.79,20.0
55.05,18.23
55.13,37.58
55.31,25.0
55.33,30.16
56.22,52.11
56.3,7.5
56.33,0.0
57.18,47.123333
57.3,122.61667
57.64,0.0
58.09,28.43
58.79,0.0
58.8,23.55
58.93,8.5
59.0,32.28875
59.19,71.21
59.25,26.46
59.31,3.75
59.33,38.46
59.35,0.0
59.56,0.0
59.69,0.0
59.73,34.16
59.8,10.864286
60.05,50.93
60.1,27.24
60.13,0.0
60.31,37.03
60.47,64.26
60.62,40.64
60.68,26.155
60.85,31.723333
60.92,50.0
61.1,28.3
61.4,75.0
61.65,7.47
61.96,61.06
62.67,35.2
63.27,27.98
63.4,10.0
63.61,0.0
63.7,20.016666
64.08,45.28
64.24,43.83
64.8,0.033333335
64.91,25.0
64.95,69.86
65.7,25.253332
66.04,10.0
66.2,5.0
66.58,63.21
67.36,0.0
67.7,34.614
67.97,50.56
68.78,22.5
68.8,5.0
68.97,25.0
69.4,26.7125
69.86,0.0
70.05,10.0
70.1,3.3333333
71.1,20.0
71.39,78.604996
71.41,10.0
71.7,0.0
72.8,38.18
73.3,19.525
73.8,15.0
73.88,0.0
74.03,0.0
74.18,0.0
74.7,20.0
77.62,0.0
78.22,70.0
79.73,20.0
79.9,75.05
81.0,28.0
81.39,40.0
82.81,60.16
82.82,1.0
82.92,72.49
84.38,20.0
85.09,0.0
86.01,0.0
86.52,10.0
86.88,0.0
91.04,25.0
94.04,0.0
97.03,0.0
97.93,0.0
104.9,70.08
107.42,20.0
111.79,30.0
114.73,0.0
116.7,0.0
117.25,0.0
118.83,0.0
127.06,80.06
137.18,0.0
151.7,0.0
168.77,0.0
189.6,0.0
218.87,0.0
910.8,0.0
0.01,2.8493059
0.03,1.9092017
0.07,1.8649325
0.19,0.9424419
0.29,0.86270875
0.31,0.8264241
0.36,0.9240832
0.5,4.376212
0.54,3.7531111
0.56,3.700264
0.74,2.3901918
0.87,2.673877
0.95,1.8560052
1.08,2.4032228
1.28,2.125104
1.46,2.2168512
1.52,2.0767772
1.62,2.1581097
2.04,2.355117
2.09,2.6612277
2.19,2.6230822
2.51,2.8311048
2.57,2.9235904
2.59,2.857279
2.66,3.11847
2.7,3.0421946
2.8,3.1003733
2.84,3.1454687
2.87,3.1306791
2.9,3.1945653
3.22,3.3132997
3.35,3.461947
3.42,3.488846
3.44,3.500227
3.51,3.4063897
3.63,3.5129004
3.78,3.5784209
3.81,3.5472171
3.95,3.7560394
3.97,3.6207952
4.07,3.765195
4.13,3.6633544
4.18,3.8539798
4.36,3.779449
4.48,3.9459789
4.6,3.9123743
4.64,3.9214296
4.81,3.847086
4.87,3.9058366
4.92,3.9696033
5.16,4.044802
5.5,4.1715097
5.53,4.183086
5.64,4.150221
5.7,4.1971974
5.74,4.16332
5.87,4.234966
5.99,4.273331
6.12,4.232066
6.2,4.2179046
6.25,4.256205
6.37,4.263128
6.53,4.189227
6.54,4.220412
6.56,4.287436
6.65,4.225059
6.66,4.1604266
6.72,4.2478695
6.75,4.268316
6.86,4.2657924
6.98,4.252676
7.07,4.2810516
7.1,4.3792257
7.11,4.3827376
7.2,4.431742
7.22,4.311689
7.28,4.4045877
7.31,4.4801884
7.75,4.7012734
7.9,4.93629
7.93,4.8581214
8.07,5.1063275
8.1,5.1804705
8.16,5.168056
8.21,5.240073
8.23,5.1873045
8.28,5.267269
8.31,5.353474
8.34,5.26967
8.53,5.647286
8.56,5.5954595
8.57,5.6139536
8.59,5.626642
8.61,5.6468396
8.77,5.7992687
8.85,5.831156
8.92,5.9181128
8.97,5.992593
8.98,5.9332433
8.99,6.050465
9.07,6.0463796
9.22,6.1332755
9.33,6.132531
9.38,6.1811647
9.53,6.357472
9.54,6.3256507
9.62,6.3459077
9.72,6.362223
9.85,6.472262
9.99,6.528901
10.08,6.5692444
10.11,6.546072
10.14,6.590159
10.16,6.655374
10.22,6.5795913
10.3,6.709976
10.41,6.6902003
10.61,6.8164825
10.74,6.8163786
10.8,6.856239
10.91,6.979979
10.93,6.817031
11.14,6.951092
11.27,6.874937
11.39,6.9427223
11.44,7.036886
11.55,6.9826126
11.56,7.143989
11.58,6.8362885
11.59,7.0119247
11.61,7.1267433
11.67,6.9470963
11.69,6.9960227
11.72,6.9773755
11.75,7.0798616
11.98,7.1519957
12.2,7.089158
12.25,7.1414104
12.26,7.075216
12.41,7.333752
12.42,7.2560873
12.47,7.142968
12.76,7.1972823
12.78,7.2320766
12.8,7.3118978
12.84,7.0422263
12.95,7.1347885
13.45,6.988631
13.53,7.3907833
13.77,7.2294483
13.79,7.879977
13.83,7.5393753
13.84,7.225069
14.09,7.2522416
14.11,7.349378
14.16,7.4797835
14.28,7.3336897
14.32,7.494505
14.39,7.5561733
14.4,7.79201
14.48,7.4490733
14.76,7.593977
14.84,7.786219
14.85,7.6480546
15.19,8.023589
15.24,7.7760344
15.29,7.681119
15.44,7.87317
15.71,8.000448
15.75,8.11995
15.85,8.157271
15.9,8.409525
15.95,8.098333
16.02,8.244402
16.04,8.294868
16.09,8.371088
16.13,8.053583
16.14,8.068752
16.24,8.355375
16.31,8.25584
16.32,8.450667
16.7,8.695034
16.74,8.761457
16.82,8.732867
16.9,8.480731
17.23,8.399324
17.32,8.393096
17.34,8.61098
17.65,8.928629
17.77,8.572927
17.88,8.730315
18.07,8.702574
18.09,8.617062
18.21,8.694886
18.37,8.728957
18.43,8.908148
18.44,8.907971
18.47,9.138473
18.65,9.053638
18.68,8.489799
18.74,8.350668
18.78,8.759561
18.93,8.427067
19.19,8.548955
19.27,9.325078
19.32,9.245007
19.45,9.245613
19.5,8.926246
19.88,9.804586
19.93,9.6348095
20.0,9.223647
20.17,9.998429
20.2,9.34227
20.25,8.846315
20.35,9.631757
20.37,9.377943
20.45,9.082352
20.5,9.180188
20.53,9.840286
20.64,9.615968
20.96,8.88379
21.06,8.7430525
21.1,9.002406
21.57,9.370697
21.61,9.291297
21.87,8.840686
21.88,9.212986
21.95,8.251035
21.96,9.135637
22.0,8.650876
22.02,8.242468
22.07,8.126323
22.14,9.704091
22.21,9.919319
22.28,8.665693
22.46,10.376342
22.52,8.0298195
22.57,9.858079
22.78,8.8839445
22.88,8.694788
22.9,9.610559
22.93,8.821939
23.16,8.524117
23.18,9.469849
23.26,10.657357
23.31,9.9525
23.42,10.949706
23.47,10.477525
23.54,8.965238
23.61,9.872836
23.63,9.122672
23.91,9.7125
24.17,10.100106
24.27,10.395119
24.37,14.148812
24.4,10.905794
24.47,9.726732
24.49,10.348948
24.65,10.383698
24.67,11.079359
24.68,11.638974
24.71,10.09129
25.02,9.898551
25.22,11.719275
25.25,10.3215065
25.27,12.689079
25.42,9.593158
25.46,11.192
25.48,11.560727
25.53,13.144024
25.58,11.382049
25.7,11.565925
25.93,12.937683
25.94,12.235455
26.01,10.6726885
26.03,11.396116
26.25,12.688222
26.29,11.691505
26.37,11.705612
26.47,11.648334
26.59,13.462316
26.6,12.27009
26.68,10.603929
26.88,12.750918
26.95,12.156134
26.98,12.056494
27.04,14.941644
27.12,11.8243475
27.26,12.699437
27.29,12.434151
27.41,13.296
27.57,12.893026
27.68,14.75
28.06,10.892333
28.19,12.392222
28.22,13.316596
28.23,13.028621
28.32,13.439494
28.41,12.225218
28.43,13.753115
28.48,12.0424
28.49,12.984465
28.53,13.544032
28.67,14.3020935
28.7,12.811392
28.9,14.139637
28.93,11.656667
28.99,12.440001
29.01,11.981667
29.08,11.516486
29.13,11.94225
29.19,16.190514
29.35,16.986061
29.38,17.342083
29.52,13.34
29.53,13.530606
29.68,9.792727
29.73,12.09
29.76,16.819048
29.95,13.521874
29.99,12.592857
30.15,11.153846
30.17,13.367392
30.2,15.196769
30.27,15.142424
30.41,8.859615
30.46,12.129678
30.58,15.088077
30.59,16.436922
30.62,13.995517
30.63,16.403704
30.76,17.5284
30.79,17.031052
31.1,17.790323
31.23,16.221905
31.89,16.23
31.94,15.325714
32.08,17.825
32.27,20.824211
32.28,14.408334
32.34,18.842142
32.35,19.464167
32.39,17.094444
32.42,19.769
32.49,23.85875
32.53,20.273182
32.57,20.048126
32.6,18.142601
32.65,15.1635
32.78,14.981112
33.05,20.19143
33.1,15.609615
33.17,10.481539
33.19,9.794
33.25,17.539999
33.29,23.807274
33.33,19.749413
33.49,17.200476
33.73,17.09923
33.76,17.383078
33.85,16.343334
33.86,10.995
33.88,20.3245
33.92,23.681818
34.17,24.757778
34.24,18.083635
34.28,10.217143
34.37,19.255001
34.45,20.602667
34.54,17.288572
34.64,22.02625
34.69,18.43389
34.75,18.049091
34.88,21.742
35.24,19.51
35.26,19.574615
35.35,19.767778
35.36,17.002
35.37,14.486
35.4,20.718052
35.41,13.788889
35.48,18.502222
35.61,17.383636
35.64,11.831819
35.65,18.156666
35.68,23.676874
35.85,21.125263
36.01,17.168823
36.11,20.04
36.13,16.221819
36.3,15.380652
36.32,18.24
36.4,17.78734
36.42,15.080833
36.45,24.981333
36.46,24.216154
36.57,13.535294
36.71,18.169374
36.75,14.785714
36.86,20.592941
36.9,25.325556
37.02,14.364285
37.09,21.618
37.16,16.52
37.26,21.908823
37.27,23.24375
37.32,23.976667
37.37,26.595556
37.52,10.606667
37.62,33.18667
37.8,18.238571
37.81,31.36
37.85,18.279999
37.93,14.26
37.96,21.231112
37.97,19.39
37.99,26.042
38.12,22.816
38.17,24.91125
38.32,30.493334
38.34,25.717499
38.35,15.092
38.36,22.087778
38.43,23.362858
38.49,29.938
38.54,27.11
38.56,23.574444
38.63,24.566
38.68,13.036667
38.95,20.325
38.96,12.518333
39.19,16.212
39.32,11.665
39.34,21.336
39.44,10.975555
39.46,15.141111
39.5,19.999762
39.54,25.375
39.56,27.822857
39.66,25.576668
39.97,11.02
39.99,23.745714
40.04,18.404001
40.16,10.053333
40.21,41.54
40.28,0.0
40.52,19.56
40.54,17.412857
40.69,14.693334
40.73,0.0
40.8,17.630646
40.83,19.764
40.91,14.344999
41.31,11.693334
41.54,11.187142
41.62,0.0
41.64,14.6525
41.65,90.0
41.67,26.029999
41.72,17.853334
41.73,37.46
41.86,8.139999
41.9,23.653715
41.93,27.267
42.08,25.34
42.17,31.44
42.23,23.06
42.3,18.132223
42.32,15.202499
42.68,28.596666
42.7,23.96
42.72,16.938572
42.84,12.5
42.9,22.031818
42.93,0.0
43.03,34.255
43.32,29.356667
43.47,34.934998
43.49,34.745
43.74,21.594444
43.85,0.0
44.0,26.310625
44.23,5.0
44.46,0.0
44.56,28.136665
44.81,16.61
44.94,9.36
44.95,27.973333
45.04,56.665
45.16,20.915
45.56,18.77
45.58,16.0
45.72,27.723333
45.77,36.379997
45.91,43.966667
46.07,31.09
46.1,26.84818
46.16,42.0
46.2,16.50875
46.42,0.08
46.45,34.9675
46.64,36.906666
46.77,20.08
46.78,38.485
46.81,0.0
47.08,40.0
47.09,27.29
47.1,12.220555
47.19,30.0
47.33,15.35
47.41,58.83
47.44,41.6325
47.54,24.93
47.55,15.03
47.68,0.0
47.83,29.505
47.9,30.893076
47.95,76.52
47.99,35.434284
48.01,5.42
48.17,34.559998
48.2,28.241333
48.21,7.955
48.23,21.36
48.39,15.0
48.6,17.726316
48.62,57.4
48.67,20.575
48.73,32.192
48.91,33.046
48.96,39.46
48.99,42.27
49.03,0.0
49.06,25.26
49.22,29.165
49.32,22.274
49.52,16.615
49.62,18.877499
50.0,10.017777
50.04,32.78
50.1,15.480909
50.24,32.985
50.27,12.0
50.3,27.922728
50.34,69.762
50.39,92.229996
50.4,23.844667
50.46,0.0
50.48,20.153334
50.59,30.46
50.69,0.0
50.72,57.32
50.8,40.131817
51.06,37.693333
51.22,42.065
51.52,0.0
51.53,51.06
51.55,22.0
51.59,43.16
51.61,35.476665
51.71,17.5
51.77,20.0
51.81,0.0
51.9,16.61
51.95,10.0
51.97,28.986666
52.15,0.0
52.16,21.91
52.18,5.0
52.24,0.0
52.3,29.15875
52.49,25.0
52.55,20.0
52.63,69.52
52.76,19.44
53.0,21.701538
53.01,32.76
53.02,15.0
53.05,67.82667
53.2,30.420769
53.5,17.675455
53.57,12.08
53.63,0.0
53.65,66.04
53.7,50.613
53.79,28.06
54.31,24.705
54.34,0.0
54.41,20.0
54.42,8.333333
54.49,0.0
54.81,23.353334
55.07,0.0
55.26,10.0
55.45,38.0
55.5,3.3333333
55.54,30.31
55.56,0.0
55.67,11.15
55.91,0.0
56.09,38.16
56.11,0.0
56.12,47.71
56.16,11.11
56.41,44.96
56.52,20.0
56.66,40.58
56.67,25.9175
56.7,32.075
57.05,50.0
57.13,42.63
57.36,0.0
57.61,10.005
57.68,36.559998
57.84,24.06
57.93,67.26
57.99,0.0
58.07,45.0
58.38,49.26
58.86,0.0
59.07,37.7
59.1,9.9
59.29,16.666666
59.3,61.85
59.67,28.8
59.7,40.307144
59.86,0.0
59.99,10.0
60.01,25.0
60.5,24.2
60.83,0.005
60.9,27.29
60.96,50.06
61.0,20.5
61.13,0.0
61.23,0.0
61.48,30.0
61.67,48.155
61.71,108.8
61.9,22.366667
62.2,7.8025
62.4,34.95
62.7,13.666667
62.74,0.0
62.86,15.0
63.34,10.0
63.45,39.39
63.51,0.0
63.65,42.56
64.28,0.0
64.33,0.0
64.51,39.2
64.63,50.08
64.94,15.0
65.12,0.0
65.34,0.0
65.48,45.6
65.57,12.5
65.8,28.366
65.82,30.0
66.1,51.733334
66.17,175.08
66.36,20.0
66.5,26.736668
66.87,35.33
67.24,10.0
67.61,30.0
68.26,0.0
68.51,0.0
69.2,15.333333
69.3,66.86
69.77,22.54
70.71,54.9
70.72,55.64
71.27,30.0
71.63,0.0
72.1,20.0
72.45,50.0
72.6,10.0
72.7,44.05
72.76,45.63
73.36,46.56
73.86,0.0
74.2,3.3333333
74.27,66.96
76.55,30.0
76.9,0.0
78.4,10.0
78.5,20.505001
79.07,37.0
80.12,50.0
80.41,0.0
81.77,0.0
82.15,33.39
82.5,60.05
84.47,50.0
85.5,54.45
86.87,50.81
87.49,0.0
88.7,0.0
92.68,0.0
94.89,0.0
96.21,0.0
97.19,56.26
97.72,0.0
98.1,0.0
101.64,0.0
102.0,0.0
103.3,48.18
104.72,0.0
112.03,0.0
113.1,0.0
118.15,15.0
129.77,0.0
132.61,10.0
140.8,0.0
145.7,0.0
153.1,0.0
153.71,25.0
198.19,0.0
211.6,72.05
302.8,0.0
0.05,2.0010645
0.11,1.7024789
0.15,1.2362885
0.25,0.85288036
0.41,4.2724648
0.67,2.5542343
0.8,2.8476477
0.91,1.9216268
0.97,1.9387671
1.0,2.4552946
1.38,2.1316335
1.55,2.0874386
1.64,2.2342126
1.71,2.1963828
1.88,2.341653
1.92,2.396904
2.03,2.3095744
2.1,2.5900521
2.18,2.5431068
2.24,2.8094025
2.47,2.9308474
2.92,3.126351
2.94,3.3395317
2.98,3.161241
3.01,3.1094337
3.07,3.354359
3.08,3.3629193
3.18,3.4459412
3.43,3.4881322
3.47,3.5668938
3.65,3.5317268
3.66,3.554489
3.67,3.6202006
3.87,3.6548467
4.05,3.7286065
4.1,3.7937899
4.23,3.8573334
4.4,3.91468
4.42,3.7718952
4.49,3.7725127
4.51,3.9087996
4.52,3.9073586
4.53,3.9337292
4.62,3.9577124
4.63,3.8675594
4.65,3.8696985
4.79,4.0609097
4.99,4.0425043
5.05,3.885051
5.09,3.9345763
5.1,4.092245
5.28,4.0508876
5.29,4.1618357
5.39,4.070529
5.46,4.1034403
5.59,4.150297
5.6,4.183466
5.63,4.1656437
5.65,4.200079
5.71,4.1146445
5.76,4.151523
5.81,4.1540904
5.97,4.1706305
6.04,4.2129087
6.11,4.1817684
6.27,4.18092
6.29,4.1334815
6.32,4.1733317
6.4,4.244554
6.44,4.2106752
6.49,4.2569804
6.58,4.2310863
6.68,4.180195
6.76,4.2210565
7.24,4.409671
7.27,4.405465
7.36,4.431331
7.4,4.554064
7.49,4.575304
7.51,4.5301085
7.61,4.5892
7.64,4.6521363
7.84,4.8620744
7.87,4.896763
8.03,4.990257
8.18,5.178102
8.19,5.1852913
8.49,5.521795
8.52,5.5295253
8.6,5.718325
8.66,5.7470827
8.82,5.8015537
8.88,5.9314365
9.09,6.0249896
9.1,6.084498
9.15,6.119269
9.19,6.01589
9.2,6.1448784
9.25,6.131645
9.32,6.1691833
9.35,6.1767855
9.4,6.2788095
9.67,6.339056
9.74,6.358068
9.75,6.372097
9.8,6.470827
9.91,6.5061936
10.12,6.607018
10.15,6.5373774
10.17,6.6161056
10.21,6.5740185
10.28,6.62103
10.34,6.581489
10.36,6.633815
10.49,6.7841454
10.57,6.788864
10.69,6.755309
10.73,6.747554
10.79,6.7911425
10.86,6.911481
10.94,6.7503004
10.95,6.8969207
10.96,6.879132
10.98,6.907705
11.05,6.876583
11.1,6.9330983
11.17,7.0168233
11.22,6.9242363
11.28,6.9536257
11.31,6.8182573
11.53,6.924488
11.85,6.8453436
11.87,6.91435
